path,inspect_model_name,epoch_model_name,epoch_model_publication_date,epoch_organization,benchmark,task_args,prompt_schema,total_samples,mean_accuracy,std_accuracy,mean_input_tokens,mean_output_tokens,num_runs,filenames
zero_shot/gpqa/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,gpqa,"{'subset': 'gpqa_main', 'subtasks': ""['Biology']"", 'split': 'train'}",zero_shot,78,0.5666666666666667,0.028858022249801944,22736,234,10,"['2024-09-10T11-27-34-04-00_benchmarks-run_iWaJaAyfWjcJScMfVNXNku.json', '2024-10-01T21-22-22-04-00_benchmarks-gpqa_YQS9NK7v8QLAtGzorEpAAN.json', '2024-10-01T21-22-29-04-00_benchmarks-gpqa_SuiHRYgUmfxWUuQ3h6oraw.json', '2024-10-01T21-22-35-04-00_benchmarks-gpqa_N7i9MMmNXaqwHPcWZyoq8A.json', '2024-10-01T21-22-42-04-00_benchmarks-gpqa_NbgtV7rgTxrRbzTZACsoq7.json', '2024-10-01T21-22-50-04-00_benchmarks-gpqa_co7BUfZZKcUf73BJ8RgGCn.json', '2024-10-01T21-22-56-04-00_benchmarks-gpqa_gnWjtBVYb3k79ubQUAB2f5.json', '2024-10-01T21-23-03-04-00_benchmarks-gpqa_jUf6ZCfFuNNJCXaUHQ6Cyb.json', '2024-10-01T21-23-08-04-00_benchmarks-gpqa_NjpMLe8S2kX2CQPyvc7ebZ.json', '2024-10-01T21-23-15-04-00_benchmarks-gpqa_NQFCA3p5wD6YX9bHzANdBG.json']"
zero_shot_cot/gpqa/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,gpqa,"{'subset': 'gpqa_main', 'subtasks': ""['Biology']"", 'cot': 'True'}",zero_shot_cot,78,0.5551282051282052,0.034744404485774094,24218,25868,10,"['2024-10-01T21-27-32-04-00_benchmarks-gpqa_Z8jC48bPCWnDRG5gV9DTrM.json', '2024-10-01T21-28-29-04-00_benchmarks-gpqa_WGJvvofmsNxmLdjyj2peN3.json', '2024-10-01T21-29-28-04-00_benchmarks-gpqa_ECSVnBGRzxSkK6QpFHpgzE.json', '2024-10-01T21-30-25-04-00_benchmarks-gpqa_F2wboiQtBaxCdawwSJV78V.json', '2024-10-01T21-31-21-04-00_benchmarks-gpqa_6pKDMzmhieMNxDVVV55ZBi.json', '2024-10-01T21-32-19-04-00_benchmarks-gpqa_AnypGdUHkmntRUfbYPs8dU.json', '2024-10-01T21-33-18-04-00_benchmarks-gpqa_WSaep5XsEDMEsLcrMr4FUo.json', '2024-10-01T21-34-15-04-00_benchmarks-gpqa_kM3tfzdEH57RtdgZjKaZKz.json', '2024-10-01T21-35-10-04-00_benchmarks-gpqa_8An2jHJpENzk5yCMeUBAfR.json', '2024-10-01T21-36-07-04-00_benchmarks-gpqa_5NGphYZknQwUJzor8ZPrzZ.json']"
five_shot/lab-bench-cloningscenarios/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,lab-bench-cloningscenarios,"{'subset': 'CloningScenarios', 'split': 'train', 'n_shot': 5}",five_shot,33,0.43636363636363634,0.07027283689263066,968628,177,10,"['2024-11-06T13-01-36-05-00_lab-bench_7ETF9jmxMxxF9uM78MqrhF.json', '2024-11-06T13-02-00-05-00_lab-bench_QzrANtGaXTshm9HejzncFU.json', '2024-11-06T13-02-38-05-00_lab-bench_SkAns7f82Hqdd2ezHAqjsd.json', '2024-11-06T13-03-52-05-00_lab-bench_UqgbCQHCrMiHHme4bvU5Ln.json', '2024-11-06T13-04-22-05-00_lab-bench_D7g8y2ZtTVyBSUWnkTaLiZ.json', '2024-11-06T13-05-03-05-00_lab-bench_FVGwXZ3w78oWtWE9HnDhKq.json', '2024-11-06T13-05-54-05-00_lab-bench_keuYU7Jf2rWMYbqJC6f743.json', '2024-11-06T13-07-36-05-00_lab-bench_cQwCD7p7pqZJNfsX3t8A4C.json', '2024-11-06T13-08-10-05-00_lab-bench_8SxfHHFQYgfxeEeHoioMfX.json', '2024-11-06T13-08-38-05-00_lab-bench_X6yVEe8eQVvwwpLWa8zozb.json']"
zero_shot/lab-bench-cloningscenarios/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,lab-bench-cloningscenarios,"{'split': 'train', 'subset': 'CloningScenarios'}",zero_shot,33,0.35151515151515145,0.08106021271813689,161264,99,10,"['2024-09-20T12-24-31-04-00_benchmarks-lab-bench_RYeJjwNXaAtKNQnmXaJSh9.json', '2024-10-03T08-43-37-04-00_benchmarks-lab-bench_5iLJvNZMVxBGBsYJzkEW59.json', '2024-10-03T08-43-41-04-00_benchmarks-lab-bench_mbRYYeQoqtN3xhRKHjAzEM.json', '2024-10-03T08-43-46-04-00_benchmarks-lab-bench_NwkGta7w5CfmB5R3rNSxTs.json', '2024-10-03T08-43-50-04-00_benchmarks-lab-bench_guHtXBKdW9NwVYCho9mdLM.json', '2024-10-03T08-43-56-04-00_benchmarks-lab-bench_6Da7zrriwa3PVhWgchji6L.json', '2024-10-03T08-44-00-04-00_benchmarks-lab-bench_RPWpFikizVqqFf5e5h8vno.json', '2024-10-03T08-44-05-04-00_benchmarks-lab-bench_exUyMh72g44mjciK96xa8n.json', '2024-10-03T08-44-09-04-00_benchmarks-lab-bench_6Hi4ifyLseCfRWt69kGivn.json', '2024-10-03T08-44-16-04-00_benchmarks-lab-bench_ck3fP4FZascaRSidgcuXdB.json']"
zero_shot_cot/lab-bench-cloningscenarios/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,lab-bench-cloningscenarios,"{'subset': 'CloningScenarios', 'split': 'train', 'cot': True}",zero_shot_cot,33,0.43939393939393934,0.051998132025186855,161891,15528,10,"['2024-11-07T11-55-41-05-00_lab-bench_nLidDANumXafonkvTU5VxT.json', '2024-11-07T11-56-21-05-00_lab-bench_7PcnmE6wUK9JhVzRg4j64F.json', '2024-11-07T11-57-23-05-00_lab-bench_cxqxraTu7Pw4oBsHE65UHr.json', '2024-11-07T11-58-00-05-00_lab-bench_VCyhvcvk9jKJDWCFqGhjPv.json', '2024-11-07T11-58-58-05-00_lab-bench_VzhkTUM2sYh5wUdBFaaaod.json', '2024-11-07T11-59-43-05-00_lab-bench_iCSznWZHYNRDu6KJzEQSje.json', '2024-11-07T12-00-27-05-00_lab-bench_P9PUXTLjymbyUZSmBLYP4Q.json', '2024-11-07T12-01-15-05-00_lab-bench_V4jpiMD8fp7YCGedxeuX56.json', '2024-11-07T12-01-52-05-00_lab-bench_kXeyEBwnXp9K7udUWfdYq8.json', '2024-11-07T12-02-36-05-00_lab-bench_XxWJbDrcZYYjwoS3q5h78a.json']"
five_shot/lab-bench-litqa2/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,lab-bench-litqa2,"{'subset': 'LitQA2', 'n_shot': 5}",five_shot,199,0.3954773869346734,0.02158790434686591,86009,2765,10,"['2024-11-06T08-04-07-05-00_lab-bench_krPEeSmbzVMXAnVYZfExNZ.json', '2024-11-06T08-04-37-05-00_lab-bench_PHG8pHGcP8YEyGU6HWu9Qe.json', '2024-11-06T08-05-05-05-00_lab-bench_6pfumVT9NkVyvgKbxEB9yS.json', '2024-11-06T08-05-34-05-00_lab-bench_EugxWvZDEQdSeoajznTEUc.json', '2024-11-06T08-05-59-05-00_lab-bench_L9Ti9BBdpZcJxcinxXGcEH.json', '2024-11-06T08-06-24-05-00_lab-bench_YW6w2ygxzRuoDoaNmSbtHV.json', '2024-11-06T08-06-51-05-00_lab-bench_57mBB9BvgY9tHH84ckdg6q.json', '2024-11-06T08-07-20-05-00_lab-bench_gRNTEwkt5anDf3sJpPwkRT.json', '2024-11-06T08-07-57-05-00_lab-bench_UGLAoTNU9jhZ2SauwwKkuN.json', '2024-11-06T08-08-26-05-00_lab-bench_Z2MiomPCVthTsVvMqwLdP9.json']"
zero_shot/lab-bench-litqa2/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,lab-bench-litqa2,{'subset': 'LitQA2'},zero_shot,199,0.38391959798994973,0.030169359604474193,21126,625,10,"['2024-09-11T21-14-20-04-00_benchmarks-run_YkoGxRbjqoEvN4zzatZx2g.json', '2024-10-03T10-50-35-04-00_benchmarks-lab-bench_VHB6fqRHztKJdWm6oRmEVg.json', '2024-10-03T10-50-49-04-00_benchmarks-lab-bench_KQMTF3Ygf5et4D2cDCvEba.json', '2024-10-03T10-51-03-04-00_benchmarks-lab-bench_KzqtwuqAQkuE7kGkqnHafk.json', '2024-10-03T10-51-17-04-00_benchmarks-lab-bench_YuzrtD7PfMder4U3APEHnE.json', '2024-10-03T10-51-31-04-00_benchmarks-lab-bench_9ZnwE2qbxrWBmp7WgFQpM5.json', '2024-10-03T10-51-46-04-00_benchmarks-lab-bench_5tpML68HaKz8RUL6RdfbkU.json', '2024-10-03T10-51-59-04-00_benchmarks-lab-bench_j5i9FWdEMWMXVVxmzqY2XR.json', '2024-10-03T10-52-12-04-00_benchmarks-lab-bench_Zw9uRWB7UzsyC3ceaRSnaF.json', '2024-10-03T10-52-29-04-00_benchmarks-lab-bench_KuWV7sbDsGyLmh7E6zcMzt.json']"
zero_shot_cot/lab-bench-litqa2/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,lab-bench-litqa2,"{'subset': 'LitQA2', 'split': 'train', 'cot': True}",zero_shot_cot,199,0.41306532663316575,0.028993228172085498,24907,40442,10,"['2024-11-07T13-44-13-05-00_lab-bench_aH8db3eGXzBkHENugqZ57b.json', '2024-11-07T13-45-47-05-00_lab-bench_nEvSVwbKFJxma5tpDSzSh5.json', '2024-11-07T13-47-21-05-00_lab-bench_YGwnPQ9siokmpZNoap95Gx.json', '2024-11-07T13-48-56-05-00_lab-bench_LnL2RCVckHC28PEC6Syuru.json', '2024-11-07T13-50-33-05-00_lab-bench_TppgUCe8aGXtMDm2RcrTAQ.json', '2024-11-07T13-52-08-05-00_lab-bench_MuMoHQryVjCFH9Dmu3XKBk.json', '2024-11-07T13-53-48-05-00_lab-bench_Kw2HWzWZvvFHUhiuANced7.json', '2024-11-07T13-55-24-05-00_lab-bench_35XuDMR5Q46pFh3NFzYA2U.json', '2024-11-07T13-57-00-05-00_lab-bench_oAyE6tXEhV82VNaYwdD2fb.json', '2024-11-07T13-58-35-05-00_lab-bench_ceCF8R5LK77iFChWpgXiW9.json']"
five_shot/lab-bench-protocolqa/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,lab-bench-protocolqa,"{'subset': 'ProtocolQA', 'split': 'train', 'n_shot': 5}",five_shot,108,0.6166666666666666,0.03242944576929308,1238142,433,10,"['2024-11-06T09-14-40-05-00_lab-bench_E7egRVfQvisSdqjMtYgbyZ.json', '2024-11-06T09-15-02-05-00_lab-bench_CRp84jeL6UyNV2SkVBsLr6.json', '2024-11-06T09-15-26-05-00_lab-bench_nGtxFbaQEWMiGhZrkZzvJD.json', '2024-11-06T09-15-47-05-00_lab-bench_iw8di5nTB7noMFDERvgNWF.json', '2024-11-06T09-16-13-05-00_lab-bench_DJZXeHNtLhbgdPUjMgnpoH.json', '2024-11-06T09-16-38-05-00_lab-bench_RqR37EBoRnopuhXs8xrm3M.json', '2024-11-06T09-17-00-05-00_lab-bench_oUqvtunnAg36Ty8oPWmhW9.json', '2024-11-06T09-17-21-05-00_lab-bench_hHnG4WF7WNS7Rd9nLpcoMi.json', '2024-11-06T09-17-45-05-00_lab-bench_cg3cDUdp8EqufXY69Z6kfa.json', '2024-11-06T12-54-28-05-00_lab-bench_Z3ANwWjv6ZaEBe5QqUCTkL.json']"
zero_shot/lab-bench-protocolqa/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,lab-bench-protocolqa,"{'split': 'train', 'subset': 'ProtocolQA'}",zero_shot,108,0.4916666666666666,0.02068131551574192,211680,324,10,"['2024-09-20T13-29-31-04-00_benchmarks-lab-bench_9VZ5PxSiLd6ePHW7M9CF7p.json', '2024-10-01T21-58-08-04-00_benchmarks-lab-bench_MMg9tdjVtVESE66H9aZLSk.json', '2024-10-01T21-58-17-04-00_benchmarks-lab-bench_XrZ2NKBB3kbXx9Q8t2eoAd.json', '2024-10-01T21-58-26-04-00_benchmarks-lab-bench_drc4s2U9dHyAmzA6Mrw69V.json', '2024-10-01T21-58-34-04-00_benchmarks-lab-bench_QSdu2bLUUN37jUkdQF7zrv.json', '2024-10-01T21-58-44-04-00_benchmarks-lab-bench_f9C89TxyoAKRs8TgQNupkq.json', '2024-10-01T21-58-52-04-00_benchmarks-lab-bench_6QxDpQ3YiUZyZiQXMrRQKd.json', '2024-10-01T21-59-00-04-00_benchmarks-lab-bench_JtAZwf6zgsGytBG8Qd7NSt.json', '2024-10-01T21-59-09-04-00_benchmarks-lab-bench_dSAosgUFWUhxyJA8kMohRV.json', '2024-10-01T21-59-20-04-00_benchmarks-lab-bench_33SiUN8ifWZMKRWJWJnT8q.json']"
zero_shot_cot/lab-bench-protocolqa/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,lab-bench-protocolqa,"{'split': 'train', 'subset': 'ProtocolQA', 'cot': 'True'}",zero_shot_cot,108,0.4333333333333333,0.03171662365102499,213732,29238,10,"['2024-10-01T21-44-15-04-00_benchmarks-lab-bench_TKCnQ9QkmY5PRAajkf8tpx.json', '2024-10-01T21-45-20-04-00_benchmarks-lab-bench_JaMKHsBrQLv3oqG7SNRDFK.json', '2024-10-01T21-46-28-04-00_benchmarks-lab-bench_YquyLywarVCntmjr5D5Dkd.json', '2024-10-01T21-47-35-04-00_benchmarks-lab-bench_cm5PWRmFyMa8owxUR55DVm.json', '2024-10-01T21-48-40-04-00_benchmarks-lab-bench_3puoQReHTzmXyQHwZdAWjX.json', '2024-10-01T21-49-49-04-00_benchmarks-lab-bench_UFo2UWGKz4cZbSYPAyCrvK.json', '2024-10-01T21-50-54-04-00_benchmarks-lab-bench_VxHYWLQQYFDaDcG4FqM76S.json', '2024-10-01T21-52-01-04-00_benchmarks-lab-bench_ALvNV6ZieNSvQdWKtEzzof.json', '2024-10-01T21-53-05-04-00_benchmarks-lab-bench_Z8iQQqF2AHnKirmanahGPT.json', '2024-10-01T21-54-10-04-00_benchmarks-lab-bench_7NizAk2fFv5Un3UigsrwYq.json']"
five_shot/mmlu/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,mmlu,"{'subtasks': 'biology', 'split': 'test', 'n_shot': 5}",five_shot,1300,0.7996153846153845,0.008832207512640928,823505,19420,10,"['2024-11-05T11-17-14-05-00_mmlu_S3tAgk5utLUVhRXSbiaCdx.json', '2024-11-05T11-19-36-05-00_mmlu_eTVw6Tw7ZGymAKMwfHM2CS.json', '2024-11-05T11-21-58-05-00_mmlu_NdvqC7mi56kgS2RNq7rb8t.json', '2024-11-05T11-24-19-05-00_mmlu_fB9suqBjiweFUb9ArqmUff.json', '2024-11-05T11-26-47-05-00_mmlu_NabMYJAdXwwYgAnJKZEhAS.json', '2024-11-05T11-29-08-05-00_mmlu_3PTLfYXDSPsDNWMFcwPsFy.json', '2024-11-05T11-31-25-05-00_mmlu_jQ2h9gynNhn88kMedqd99H.json', '2024-11-05T11-33-42-05-00_mmlu_h5QWLzn9jA5UUHKoYKoTyo.json', '2024-11-05T11-36-07-05-00_mmlu_CWVqmrKy47HXj5iz4o4eTy.json', '2024-11-05T11-38-31-05-00_mmlu_7GzDYfx55xE6vofGBs9Vwx.json']"
zero_shot/mmlu/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,mmlu,"{'subtasks': 'biology', 'split': 'test'}",zero_shot,1300,0.8456153846153847,0.002115967285720799,179766,3907,10,"['2024-09-10T14-04-19-04-00_benchmarks-run_XNVNTfvcDJtJbZoVH9BmNd.json', '2024-10-07T14-19-11-04-00_benchmarks-mmlu_PDNgJW5irqPcFUGwWMh4Tb.json', '2024-10-07T14-23-20-04-00_benchmarks-mmlu_UfvAwZ6PnQvjzGhuPKLcNs.json', '2024-10-07T14-27-01-04-00_benchmarks-mmlu_YyLMr6iSu5x6EZdrJGdREF.json', '2024-10-07T14-30-07-04-00_benchmarks-mmlu_Uo8JGqcsrBijwa5T3xzMn9.json', '2024-10-07T14-32-43-04-00_benchmarks-mmlu_TiuRteYm7RW6Rvzu7tadTW.json', '2024-10-07T14-34-53-04-00_benchmarks-mmlu_CazMk9MKSxrb27FC37gB2W.json', '2024-10-07T14-36-45-04-00_benchmarks-mmlu_4SpcYBXroh82vVKgVYvHBo.json', '2024-10-07T14-38-45-04-00_benchmarks-mmlu_2gcSvxG97XiCTP9Znb9pfV.json', '2024-10-07T21-55-49-04-00_benchmarks-mmlu_EnrhuDNivcX8T3cAsFtXgj.json']"
five_shot/pubmedqa/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,pubmedqa,"{'subset': 'pubmed_qa_labeled_fold0_bigbio_qa', 'split': 'test', 'n_shot': 5}",five_shot,500,0.7534,0.009143303560529975,1056666,2000,10,"['2024-11-05T21-45-18-05-00_pubmedqa_S6Wk8ryHUkANrBuq9H4NiK.json', '2024-11-05T21-45-58-05-00_pubmedqa_hWgVWQM4WhJrGbbQz5zxhf.json', '2024-11-05T21-46-41-05-00_pubmedqa_DsFUL8gMwsmZrcmrrJcEcQ.json', '2024-11-05T21-47-19-05-00_pubmedqa_KcdYKCqWBxszkfvfb7NfUy.json', '2024-11-05T21-47-59-05-00_pubmedqa_4Cr5mQd896SfGBTSoPiPZ9.json', '2024-11-05T21-48-38-05-00_pubmedqa_WyMTQ8Ukt3pGWvrXGDKRFJ.json', '2024-11-05T21-49-18-05-00_pubmedqa_aT2rVVuSBaqzHZh3TpbLeE.json', '2024-11-05T21-49-58-05-00_pubmedqa_KjpEbLEK9orp3gGascKrDD.json', '2024-11-05T21-50-37-05-00_pubmedqa_JwDyAvksQbW3mvWeuthP4v.json', '2024-11-05T21-51-16-05-00_pubmedqa_beWbJnQ3bufChFuSwR2du2.json']"
zero_shot/pubmedqa/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,pubmedqa,"{'subset': 'pubmed_qa_labeled_fold0_bigbio_qa', 'split': 'test'}",zero_shot,500,0.6688,0.005593647190240813,192097,1500,10,"['2024-09-19T16-55-44-04-00_benchmarks-pubmedqa_Kof4YaR2DZ9rZuxXMfonxo.json', '2024-10-02T20-37-49-04-00_benchmarks-pubmedqa_27oL7Fxf2Qr4dXsHnyQt95.json', '2024-10-02T20-38-23-04-00_benchmarks-pubmedqa_NhJ83S3nfdabwQgEpRH9xa.json', '2024-10-02T20-38-53-04-00_benchmarks-pubmedqa_jVZr2gcLZ4R8YEG7LdqFs8.json', '2024-10-02T20-39-27-04-00_benchmarks-pubmedqa_5FFwjTd8xbVyDK9FBxLg32.json', '2024-10-02T20-39-59-04-00_benchmarks-pubmedqa_Yt48eMKp3wMM4y2vpNAW3e.json', '2024-10-02T20-40-33-04-00_benchmarks-pubmedqa_5pcpNWSmpXuxwwHbTQUb7Q.json', '2024-10-02T20-41-03-04-00_benchmarks-pubmedqa_6R3HDQW4pBS2RMrL2dSSNv.json', '2024-10-02T20-41-36-04-00_benchmarks-pubmedqa_4UKvnFqaFwArfYbrvhcdgP.json', '2024-10-02T20-42-06-04-00_benchmarks-pubmedqa_8ehtx5xgCZYRFtj8hSXdya.json']"
zero_shot_cot/pubmedqa/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,pubmedqa,"{'subset': 'pubmed_qa_labeled_fold0_bigbio_qa', 'split': 'test', 'cot': 'True'}",zero_shot_cot,500,0.6734,0.0129288652075716,201597,48001,10,"['2024-10-01T22-18-32-04-00_benchmarks-pubmedqa_UaeBSed2Sq2Ra6vT3oo8nR.json', '2024-10-01T22-20-31-04-00_benchmarks-pubmedqa_N7qa6wVtiPs3C2xdQovcZ9.json', '2024-10-01T22-22-29-04-00_benchmarks-pubmedqa_RMdfn9eaDgvf27VyyCeixN.json', '2024-10-01T22-24-28-04-00_benchmarks-pubmedqa_NoFCkZffiDQk3DknSbFCeG.json', '2024-10-01T22-26-33-04-00_benchmarks-pubmedqa_aacVt52oEMEJgyxwJgxQGJ.json', '2024-10-01T22-28-33-04-00_benchmarks-pubmedqa_SUTLSazv9RLgE3mzk6Xkc3.json', '2024-10-01T22-30-36-04-00_benchmarks-pubmedqa_9xfPhZQuwPeaYQUDBc42sg.json', '2024-10-01T22-32-33-04-00_benchmarks-pubmedqa_gxEHEgHqAojU6SMfd4rHbt.json', '2024-10-01T22-34-31-04-00_benchmarks-pubmedqa_bej9KRQRgPSCaAbE9ewg4i.json', '2024-10-01T22-36-30-04-00_benchmarks-pubmedqa_PuGT99b6dX83fRkXaJZqmh.json']"
five_shot/vct/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,vct,"{'mode': 'mr', 'subtasks': 'no_images', 'n_shot': 5}",five_shot,101,0.23465346534653458,0.02642325927557503,188166,3684,10,"['2025-02-08T18-19-39-05-00_vct_nP9a8VenuP9m3UhkyggZ6T.json', '2025-02-08T18-19-54-05-00_vct_YXYtXrWyRRtTqnyUVGiNzm.json', '2025-02-08T18-20-09-05-00_vct_WGMA4UoHGcyaFjhmcN3bgF.json', '2025-02-08T18-20-34-05-00_vct_kpJkofmjxxSbnDqeok6ypD.json', '2025-02-08T18-20-50-05-00_vct_8uAirTVqCPXx6NWBUmxpZa.json', '2025-02-08T18-21-05-05-00_vct_TdVByuwhu85duWkEpW4C8r.json', '2025-02-08T18-21-31-05-00_vct_mY4PYbxSFjxi2EoVuVda7K.json', '2025-02-08T18-21-46-05-00_vct_jQATFpo8J8dTETLXNUpJaM.json', '2025-02-08T18-22-01-05-00_vct_bR6ASFG7U5fQvDQPMTfhrT.json', '2025-02-08T18-22-30-05-00_vct_bpmzUv7WcXuxJGCXnmk3mC.json']"
zero_shot/vct/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,vct,"{'mode': 'mr', 'subtasks': 'no_images'}",zero_shot,101,0.28811881188118804,0.007305591954184381,35279,678,10,"['2025-02-08T13-54-44-05-00_vct_8mRzZmxaiMWDRSHGZ7H5u6.json', '2025-02-08T13-54-52-05-00_vct_8Kg8A4Mrbr33Su5Bf9GAGd.json', '2025-02-08T13-54-58-05-00_vct_VmptBmhTyoP7bLfFdakVNY.json', '2025-02-08T13-55-05-05-00_vct_ak2cZRG73FiqLwthVEoFcU.json', '2025-02-08T13-55-11-05-00_vct_EtMpYNQgYhn5JPQVnGhi82.json', '2025-02-08T13-55-20-05-00_vct_7hdj35iymrVNz8ByQVmneP.json', '2025-02-08T13-55-30-05-00_vct_VviA77NFMvsFvCf3jaRS69.json', '2025-02-08T13-55-41-05-00_vct_CysJRbcFA6chudnNmbrV5X.json', '2025-02-08T13-55-51-05-00_vct_E6FWx2dynYJMgUevGPDqYU.json', '2025-02-08T13-55-58-05-00_vct_6vYn5ARuwnMzJ7d2dzveev.json']"
zero_shot_cot/vct/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,vct,"{'mode': 'mr', 'subtasks': 'no_images', 'cot': True}",zero_shot_cot,101,0.291089108910891,0.026070518360569638,37198,41684,10,"['2025-02-09T12-09-51-05-00_vct_FDQ5jiu4TPojoNpAvfH3CB.json', '2025-02-09T14-28-04-05-00_vct_bkwnWDLof7AvbRv5CWfRhY.json', '2025-02-09T14-29-46-05-00_vct_8kLr2ouJJaKAanP3RR8cD6.json', '2025-02-09T14-31-28-05-00_vct_g6E4mdjZXXfKbMUEyKZ8gy.json', '2025-02-09T14-33-09-05-00_vct_SYUf3HdjWnp7SegWX5CnzE.json', '2025-02-09T15-58-01-05-00_vct_CxBr5eF6p8eBJZPu8xAi6M.json', '2025-02-09T15-59-41-05-00_vct_er8z9GGYrtXsC96kr4RFeo.json', '2025-02-09T16-01-23-05-00_vct_dSfLik58cyxJ9vozPaJVvM.json', '2025-02-09T16-03-03-05-00_vct_AQ6yK4w29PGoHBvtxWR4bz.json', '2025-02-09T16-04-42-05-00_vct_iSJrprSqT23Pdyj5AQqxwo.json']"
five_shot/wmdp/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,wmdp,"{'subset': 'wmdp-bio', 'n_shot': 5}",five_shot,1273,0.6422623723487824,0.006840216545590231,730134,24396,10,"['2024-11-05T16-23-22-05-00_wmdp_ezAi2cjvcUB6MtgaEbazc4.json', '2024-11-05T16-25-54-05-00_wmdp_Hd7cRbab7BfNEKqrtnor6B.json', '2024-11-05T16-28-11-05-00_wmdp_Djb6335sve42xQWvrsXr2A.json', '2024-11-05T18-17-53-05-00_wmdp_nuiyCYsVUdRS9Ds6fApQTy.json', '2024-11-05T18-20-10-05-00_wmdp_43xp2sThXFamJKHHYFXYSt.json', '2024-11-05T18-22-28-05-00_wmdp_LHb63u6ErLvTidctoVqWYE.json', '2024-11-05T18-24-40-05-00_wmdp_fgddXt9BLXGYGPLzZFFxZu.json', '2024-11-05T18-26-52-05-00_wmdp_mK3WxdZ9HXq9LWY3Fovq93.json', '2024-11-05T18-29-06-05-00_wmdp_9YZCSJKSJcwVti3mkoM2f3.json', '2024-11-05T18-31-20-05-00_wmdp_VsMK4ZZnGx3qXcah8XRFZv.json']"
zero_shot/wmdp/gemini-1.5-pro,google/gemini-1.5-pro,Gemini 1.5 Pro,2024-02-15,Google DeepMind,wmdp,{'subset': 'wmdp-bio'},zero_shot,1273,0.7980361351139043,0.003462942228460131,164447,3855,10,"['2024-09-17T09-25-12-04-00_benchmarks-run_5kJwaaQ4ttuXKArioEG5SU.json', '2024-10-02T23-19-20-04-00_benchmarks-wmdp_cGDLftmnTHtKuffMkVZrwg.json', '2024-10-02T23-20-42-04-00_benchmarks-wmdp_cEDP9B5oLaFHwQ4mjsVD4H.json', '2024-10-02T23-22-04-04-00_benchmarks-wmdp_MoSbqNDHWuzdrFeeBR6u2M.json', '2024-10-02T23-23-29-04-00_benchmarks-wmdp_NKuTSKq9EiNyRQn9HFLZfA.json', '2024-10-02T23-24-54-04-00_benchmarks-wmdp_Pp4e39Y2krCRVVrQqecSyC.json', '2024-10-02T23-26-24-04-00_benchmarks-wmdp_F7iLYtkmTxR8h8UTUtQnpM.json', '2024-10-02T23-27-50-04-00_benchmarks-wmdp_o8b9X5R7njCC9rv29vvMcy.json', '2024-10-02T23-29-16-04-00_benchmarks-wmdp_KEF6KULB6fte97uEvd8kaf.json', '2024-10-02T23-30-39-04-00_benchmarks-wmdp_TZj6VvhtdunHbMnWTKGPoJ.json']"
